state,year,bias,perc,id,color
AL,2008,Anti-Black or African American,1.0602205258693809,1,red
AL,2008,Anti-Other Religion,0.21204410517387617,1,red
AL,2008,Anti-Hispanic or Latino,0.21204410517387617,1,red
AL,2009,Anti-Gay (Male),0.21482277121374865,1,red
AL,2009,Anti-Black or African American,1.0741138560687433,1,red
AL,2009,Anti-Jewish,0.21482277121374865,1,red
AL,2009,"Anti-Multiple Races, Group",0.21482277121374865,1,red
AL,2009,Anti-LGBT,0.21482277121374865,1,red
AL,2010,Anti-White,0.21199915200339198,1,red
AL,2010,Anti-Gay (Male),0.42399830400678395,1,red
AL,2010,Anti-Hispanic or Latino,0.21199915200339198,1,red
AL,2010,Anti-Black or African American,2.331990672037312,1,red
AL,2010,"Anti-Multiple Religions, Group",0.21199915200339198,1,red
AL,2010,Anti-Other Religion,0.21199915200339198,1,red
AL,2010,Anti-Other Race/Ethnicity/Ancestry,0.42399830400678395,1,red
AL,2011,Anti-White,4.197271773347325,1,red
AL,2011,Anti-American Indian or Alaska Native,0.2098635886673662,1,red
AL,2011,"Anti-Multiple Religions, Group",0.6295907660020986,1,red
AL,2011,Anti-Heterosexual,0.2098635886673662,1,red
AL,2011,Anti-Hispanic or Latino,1.6789087093389297,1,red
AL,2011,Anti-Asian,0.2098635886673662,1,red
AL,2011,Anti-Black or African American,6.505771248688353,1,red
AL,2011,Anti-LGBT,0.4197271773347324,1,red
AL,2011,Anti-Other Race/Ethnicity/Ancestry,0.6295907660020986,1,red
AL,2011,Anti-Gay (Male),0.8394543546694648,1,red
AL,2011,"Anti-Multiple Races, Group",1.0493179433368311,1,red
AL,2011,Anti-Jewish,0.4197271773347324,1,red
AL,2011,Anti-Mental/Physical Disability,0.4197271773347324,1,red
AL,2012,Anti-Other Religion,0.2079866888519135,1,red
AL,2012,Anti-Black or African American,0.6239600665557404,1,red
AL,2012,"Anti-Multiple Religions, Group",0.2079866888519135,1,red
AL,2012,Anti-Hispanic or Latino,0.2079866888519135,1,red
AL,2016,Anti-American Indian or Alaska Native,0.20742584526031943,1,red
AL,2016,Anti-Lesbian (Female),0.20742584526031943,1,red
AL,2016,Anti-Black or African American,1.6594067620825554,1,red
AL,2016,Anti-Hispanic or Latino,0.20742584526031943,1,red
AL,2016,"Anti-Multiple Religions, Group",0.20742584526031943,1,red
AL,2016,Anti-White,0.20742584526031943,1,red
AL,2016,"Anti-Multiple Races, Group",0.20742584526031943,1,red
AL,2017,Anti-White,0.8331597583836701,1,red
AL,2017,Anti-Black or African American,1.4580295771714227,1,red
AL,2017,Anti-Islamic (Muslim),0.20828993959591752,1,red
AL,2017,Anti-Hispanic or Latino,0.41657987919183503,1,red
AL,2018,Anti-Black or African American,0.4100881689563256,1,red
AR,1991,Anti-Black or African American,1.2244897959183674,5,red
AR,1991,Anti-White,3.6734693877551017,5,red
AR,1992,Anti-Lesbian (Female),0.4060089321965083,5,blue
AR,1992,Anti-LGBT,0.8120178643930166,5,blue
AR,1992,Anti-Black or African American,3.6540803897685747,5,blue
AR,1992,Anti-White,9.33820544051969,5,blue
AR,1992,Anti-Hispanic or Latino,0.4060089321965083,5,blue
AR,1992,Anti-Gay (Male),0.8120178643930166,5,blue
AR,1993,Anti-American Indian or Alaska Native,0.4130524576621231,5,blue
AR,1993,Anti-White,2.4783147459727384,5,blue
AR,1993,Anti-Gay (Male),0.8261049153242462,5,blue
AR,1993,Anti-Black or African American,1.6522098306484925,5,blue
AR,1994,Anti-Protestant,0.4142502071251035,5,blue
AR,1994,Anti-Asian,0.828500414250207,5,blue
AR,1994,Anti-Black or African American,1.657000828500414,5,blue
AR,1994,Anti-White,0.828500414250207,5,blue
AR,1994,Anti-Gay (Male),0.4142502071251035,5,blue
AR,1995,Anti-Black or African American,1.5797788309636651,5,blue
AR,1995,Anti-Hispanic or Latino,0.7898894154818326,5,blue
AR,1995,Anti-Asian,0.3949447077409163,5,blue
AR,1996,"Anti-Multiple Races, Group",0.38372985418265543,5,blue
AR,1998,Anti-White,0.390777647518562,5,blue
AR,1998,Anti-Gay (Male),0.390777647518562,5,blue
AR,1998,Anti-Black or African American,0.390777647518562,5,blue
AR,1999,Anti-White,0.382262996941896,5,blue
AR,1999,Anti-Other Race/Ethnicity/Ancestry,0.382262996941896,5,blue
AR,1999,Anti-Hispanic or Latino,0.382262996941896,5,blue
AR,1999,Anti-Black or African American,1.9113149847094801,5,blue
AR,2000,Anti-Black or African American,0.7547169811320754,5,red
AR,2000,Anti-Hispanic or Latino,0.3773584905660377,5,red
AR,2001,Anti-Jewish,0.3773584905660377,5,red
AR,2001,Anti-White,0.3773584905660377,5,red
AR,2001,Anti-Black or African American,0.3773584905660377,5,red
AR,2003,"Anti-Multiple Races, Group",0.37453183520599254,5,red
AR,2003,Anti-Jewish,0.37453183520599254,5,red
AR,2003,Anti-Other Religion,0.37453183520599254,5,red
AR,2003,Anti-American Indian or Alaska Native,1.1235955056179776,5,red
AR,2003,Anti-Black or African American,17.228464419475653,5,red
AR,2003,Anti-Heterosexual,1.1235955056179776,5,red
AR,2003,Anti-Mental/Physical Disability,1.4981273408239701,5,red
AR,2003,Anti-White,35.95505617977528,5,red
AR,2003,Anti-Gay (Male),1.8726591760299625,5,red
AR,2003,Anti-Hispanic or Latino,4.119850187265918,5,red
AR,2003,Anti-Other Race/Ethnicity/Ancestry,0.37453183520599254,5,red
AR,2003,Anti-LGBT,0.37453183520599254,5,red
AR,2004,Anti-Asian,0.7344840249724568,5,red
AR,2004,Anti-Black or African American,10.282776349614394,5,red
AR,2004,Anti-Mental/Physical Disability,0.3672420124862284,5,red
AR,2004,Anti-Hispanic or Latino,0.3672420124862284,5,red
AR,2004,Anti-American Indian or Alaska Native,1.1017260374586855,5,red
AR,2004,Anti-White,14.689680499449137,5,red
AR,2004,Anti-Other Race/Ethnicity/Ancestry,0.3672420124862284,5,red
AR,2004,Anti-Jewish,0.3672420124862284,5,red
AR,2004,Anti-Heterosexual,1.1017260374586855,5,red
AR,2004,Anti-Gay (Male),0.3672420124862284,5,red
AR,2004,Anti-Islamic (Muslim),0.3672420124862284,5,red
AR,2004,Anti-Other Religion,0.3672420124862284,5,red
AR,2005,Anti-Black or African American,14.150943396226415,5,red
AR,2005,Anti-American Indian or Alaska Native,2.539912917271408,5,red
AR,2005,Anti-Heterosexual,0.36284470246734396,5,red
AR,2005,Anti-Gay (Male),1.8142235123367199,5,red
AR,2005,Anti-Lesbian (Female),0.36284470246734396,5,red
AR,2005,Anti-White,15.239477503628448,5,red
AR,2005,Anti-Hispanic or Latino,3.6284470246734397,5,red
AR,2005,Anti-Protestant,1.0885341074020318,5,red
AR,2005,Anti-Asian,1.8142235123367199,5,red
AR,2005,Anti-Islamic (Muslim),0.36284470246734396,5,red
AR,2005,Anti-Other Race/Ethnicity/Ancestry,0.36284470246734396,5,red
AR,2005,Anti-Catholic,0.7256894049346879,5,red
AR,2005,Anti-Atheism/Agnosticism,0.36284470246734396,5,red
AR,2005,"Anti-Multiple Races, Group",1.4513788098693758,5,red
AR,2005,Anti-Mental/Physical Disability,0.36284470246734396,5,red
AR,2005,Anti-Jewish,0.7256894049346879,5,red
AR,2005,Anti-Bisexual,2.9027576197387517,5,red
AR,2005,"Anti-Multiple Religions, Group",0.36284470246734396,5,red
AR,2005,Anti-LGBT,0.36284470246734396,5,red
AR,2006,Anti-Lesbian (Female),0.363901018922853,5,red
AR,2006,Anti-Jewish,0.363901018922853,5,red
AR,2006,Anti-White,17.10334788937409,5,red
AR,2006,Anti-Hispanic or Latino,2.1834061135371177,5,red
AR,2006,Anti-Mental/Physical Disability,0.727802037845706,5,red
AR,2006,Anti-LGBT,0.727802037845706,5,red
AR,2006,Anti-Protestant,0.363901018922853,5,red
AR,2006,Anti-Asian,1.0917030567685588,5,red
AR,2006,Anti-Bisexual,2.1834061135371177,5,red
AR,2006,Anti-Gay (Male),0.727802037845706,5,red
AR,2006,"Anti-Multiple Races, Group",1.8195050946142648,5,red
AR,2006,Anti-Black or African American,13.100436681222707,5,red
AR,2006,Anti-Other Religion,0.363901018922853,5,red
AR,2007,Anti-White,1.0702818408847663,5,red
AR,2007,Anti-Asian,1.0702818408847663,5,red
AR,2007,Anti-Jewish,0.35676061362825545,5,red
AR,2007,Anti-American Indian or Alaska Native,0.35676061362825545,5,red
AR,2007,Anti-Black or African American,4.994648590795577,5,red
AR,2007,Anti-LGBT,1.4270424545130218,5,red
AR,2007,Anti-Gay (Male),1.4270424545130218,5,red
AR,2007,Anti-Hispanic or Latino,1.0702818408847663,5,red
AR,2008,Anti-Gay (Male),1.417434443656981,5,red
AR,2008,Anti-Lesbian (Female),0.35435861091424525,5,red
AR,2008,Anti-White,8.85896527285613,5,red
AR,2008,Anti-Other Religion,0.7087172218284905,5,red
AR,2008,Anti-Heterosexual,2.4805102763997167,5,red
AR,2008,Anti-Protestant,0.35435861091424525,5,red
AR,2008,Anti-Bisexual,0.35435861091424525,5,red
AR,2008,Anti-LGBT,1.771793054571226,5,red
AR,2008,Anti-Black or African American,14.528703047484054,5,red
AR,2008,Anti-Hispanic or Latino,1.771793054571226,5,red
AR,2009,Anti-Atheism/Agnosticism,0.35137034434293746,5,red
AR,2009,Anti-American Indian or Alaska Native,0.35137034434293746,5,red
AR,2009,Anti-Jewish,0.35137034434293746,5,red
AR,2009,Anti-Black or African American,8.081517919887562,5,red
AR,2009,Anti-Islamic (Muslim),0.35137034434293746,5,red
AR,2009,Anti-Gay (Male),1.756851721714687,5,red
AR,2009,Anti-LGBT,0.35137034434293746,5,red
AR,2009,Anti-White,7.027406886858748,5,red
AR,2009,Anti-Heterosexual,1.4054813773717498,5,red
AR,2009,Anti-Lesbian (Female),1.0541110330288124,5,red
AR,2009,Anti-Asian,0.35137034434293746,5,red
AR,2009,Anti-Catholic,0.35137034434293746,5,red
AR,2009,Anti-Mental/Physical Disability,0.35137034434293746,5,red
AR,2009,Anti-Protestant,0.35137034434293746,5,red
AR,2009,Anti-Hispanic or Latino,2.459592410400562,5,red
AR,2009,Anti-Bisexual,1.4054813773717498,5,red
AR,2010,Anti-Mental/Physical Disability,0.3473428273706148,5,red
AR,2010,"Anti-Multiple Races, Group",1.0420284821118444,5,red
AR,2010,Anti-White,3.8207711010767627,5,red
AR,2010,Anti-Other Race/Ethnicity/Ancestry,0.6946856547412296,5,red
AR,2010,Anti-Hispanic or Latino,1.3893713094824591,5,red
AR,2010,Anti-American Indian or Alaska Native,0.3473428273706148,5,red
AR,2010,Anti-Lesbian (Female),0.3473428273706148,5,red
AR,2010,Anti-Catholic,0.6946856547412296,5,red
AR,2010,Anti-Other Religion,0.3473428273706148,5,red
AR,2010,Anti-Heterosexual,0.3473428273706148,5,red
AR,2010,"Anti-Multiple Religions, Group",1.0420284821118444,5,red
AR,2010,Anti-Black or African American,7.29419937478291,5,red
AR,2010,Anti-Gay (Male),1.7367141368530739,5,red
AR,2010,Anti-Bisexual,1.0420284821118444,5,red
AR,2010,Anti-Asian,1.7367141368530739,5,red
AR,2011,Anti-Other Religion,0.3437607425232039,5,red
AR,2011,Anti-Protestant,0.3437607425232039,5,red
AR,2011,Anti-Black or African American,4.812650395324853,5,red
AR,2011,Anti-White,3.093846682708835,5,red
AR,2011,Anti-Gay (Male),0.3437607425232039,5,red
AR,2011,Anti-Mental/Physical Disability,1.3750429700928155,5,red
AR,2011,Anti-Hispanic or Latino,0.6875214850464078,5,red
AR,2011,Anti-American Indian or Alaska Native,0.3437607425232039,5,red
AR,2011,Anti-Other Race/Ethnicity/Ancestry,0.6875214850464078,5,red
AR,2011,Anti-LGBT,0.3437607425232039,5,red
AR,2012,"Anti-Multiple Religions, Group",0.3437607425232039,5,red
AR,2012,Anti-Bisexual,2.062564455139223,5,red
AR,2012,Anti-Mental/Physical Disability,4.125128910278446,5,red
AR,2012,Anti-Catholic,0.3437607425232039,5,red
AR,2012,Anti-Gay (Male),1.0312822275696114,5,red
AR,2012,Anti-Black or African American,3.4376074252320383,5,red
AR,2012,Anti-Lesbian (Female),0.3437607425232039,5,red
AR,2012,Anti-Heterosexual,0.3437607425232039,5,red
AR,2012,Anti-LGBT,1.3750429700928155,5,red
AR,2012,Anti-Hispanic or Latino,0.6875214850464078,5,red
AR,2012,Anti-White,3.093846682708835,5,red
AR,2012,Anti-Other Religion,0.3437607425232039,5,red
AR,2016,Anti-Hispanic or Latino,1.7001020061203673,5,red
AR,2016,Anti-Black or African American,1.0200612036722205,5,red
AR,2016,Anti-Islamic (Muslim),0.34002040122407345,5,red
AR,2016,Anti-Transgender,0.34002040122407345,5,red
AR,2016,Anti-Other Race/Ethnicity/Ancestry,0.6800408024481469,5,red
AR,2017,Anti-LGBT,0.34234851078397804,5,red
AR,2017,Anti-Mental/Physical Disability,0.34234851078397804,5,red
AR,2017,Anti-Heterosexual,0.34234851078397804,5,red
AR,2017,Anti-Gay (Male),0.6846970215679561,5,red
AR,2017,Anti-Black or African American,4.792879150975693,5,red
AR,2017,Anti-White,1.7117425539198905,5,red
AR,2018,Anti-White,2.0604395604395607,5,red
AR,2018,Anti-Hispanic or Latino,0.6868131868131868,5,red
AR,2018,Anti-Other Race/Ethnicity/Ancestry,0.3434065934065934,5,red
AR,2018,Anti-LGBT,1.0302197802197803,5,red
AR,2018,Anti-Jewish,0.3434065934065934,5,red
AR,2018,Anti-Mental/Physical Disability,0.3434065934065934,5,red
AR,2018,Anti-Black or African American,3.0906593406593403,5,red
AZ,1991,Anti-Protestant,1.3877324451845685,4,red
AZ,1991,Anti-Arab,0.5550929780738274,4,red
AZ,1991,Anti-Asian,0.5550929780738274,4,red
AZ,1991,Anti-Islamic (Muslim),0.2775464890369137,4,red
AZ,1991,Anti-White,1.1101859561476548,4,red
AZ,1991,Anti-Jewish,2.2203719122953096,4,red
AZ,1991,Anti-Other Religion,0.2775464890369137,4,red
AZ,1991,Anti-Black or African American,6.383569247849015,4,red
AZ,1991,Anti-Gay (Male),0.2775464890369137,4,red
AZ,1991,Anti-Catholic,0.2775464890369137,4,red
AZ,1992,Anti-Gay (Male),6.2321474941573625,4,red
AZ,1992,"Anti-Multiple Races, Group",0.5193456245131135,4,red
AZ,1992,Anti-LGBT,0.7790184367696703,4,red
AZ,1992,Anti-Jewish,4.414437808361464,4,red
AZ,1992,Anti-Black or African American,17.917424045702415,4,red
AZ,1992,Anti-American Indian or Alaska Native,0.7790184367696703,4,red
AZ,1992,Anti-White,5.712801869644248,4,red
AZ,1992,Anti-Hispanic or Latino,3.6354193715917944,4,red
AZ,1992,Anti-Asian,2.077382498052454,4,red
AZ,1992,Anti-Arab,0.5193456245131135,4,red
AZ,1992,Anti-Other Religion,0.25967281225655675,4,red
AZ,1992,Anti-Lesbian (Female),1.038691249026227,4,red
AZ,1992,Anti-Other Race/Ethnicity/Ancestry,0.7790184367696703,4,red
AZ,1993,Anti-Arab,0.2498126405196103,4,red
AZ,1993,Anti-Hispanic or Latino,5.246065450911816,4,red
AZ,1993,Anti-Asian,2.248313764676493,4,red
AZ,1993,Anti-Jewish,5.745690731951036,4,red
AZ,1993,Anti-American Indian or Alaska Native,0.2498126405196103,4,red
AZ,1993,Anti-Black or African American,21.733699725206094,4,red
AZ,1993,Anti-Other Religion,0.9992505620784412,4,red
AZ,1993,Anti-Catholic,0.2498126405196103,4,red
AZ,1993,"Anti-Multiple Races, Group",1.2490632025980515,4,red
AZ,1993,Anti-Gay (Male),2.7479390457157136,4,red
AZ,1993,Anti-Protestant,0.2498126405196103,4,red
AZ,1993,Anti-White,8.493629777666749,4,red
AZ,1993,Anti-Other Race/Ethnicity/Ancestry,1.9985011241568824,4,red
AZ,1993,Anti-Lesbian (Female),0.4996252810392206,4,red
AZ,1994,Anti-White,5.446365143263082,4,red
AZ,1994,Anti-Protestant,0.23679848448969926,4,red
AZ,1994,Anti-Arab,1.1839924224484963,4,red
AZ,1994,Anti-Other Religion,1.894387875917594,4,red
AZ,1994,"Anti-Multiple Races, Group",0.947193937958797,4,red
AZ,1994,Anti-Lesbian (Female),0.7103954534690978,4,red
AZ,1994,Anti-LGBT,0.947193937958797,4,red
AZ,1994,Anti-Other Race/Ethnicity/Ancestry,0.7103954534690978,4,red
AZ,1994,Anti-Hispanic or Latino,5.209566658773384,4,red
AZ,1994,Anti-Asian,1.4207909069381957,4,red
AZ,1994,Anti-Black or African American,17.049490883258347,4,red
AZ,1994,Anti-Jewish,6.630357565711579,4,red
AZ,1994,Anti-Gay (Male),5.446365143263082,4,red
AZ,1994,Anti-Catholic,0.7103954534690978,4,red
AZ,1995,Anti-Asian,2.0751671662439475,4,red
AZ,1995,Anti-Black or African American,20.521097532856814,4,red
AZ,1995,Anti-Other Religion,0.46114825916532165,4,red
AZ,1995,Anti-American Indian or Alaska Native,0.23057412958266083,4,red
AZ,1995,Anti-Lesbian (Female),0.6917223887479824,4,red
AZ,1995,Anti-Catholic,0.6917223887479824,4,red
AZ,1995,Anti-Hispanic or Latino,3.689186073322573,4,red
AZ,1995,Anti-Protestant,0.23057412958266083,4,red
AZ,1995,Anti-Jewish,4.150334332487895,4,red
AZ,1995,Anti-Arab,0.9222965183306433,4,red
AZ,1995,Anti-White,6.225501498731842,4,red
AZ,1995,Anti-Other Race/Ethnicity/Ancestry,0.6917223887479824,4,red
AZ,1995,"Anti-Multiple Races, Group",1.8445930366612866,4,red
AZ,1995,Anti-Gay (Male),8.30066866497579,4,red
AZ,1996,Anti-Arab,0.41788549937317176,4,blue
AZ,1996,"Anti-Multiple Races, Group",1.880484747179273,4,blue
AZ,1996,Anti-American Indian or Alaska Native,0.41788549937317176,4,blue
AZ,1996,Anti-Lesbian (Female),1.0447137484329294,4,blue
AZ,1996,Anti-Asian,1.0447137484329294,4,blue
AZ,1996,Anti-Gay (Male),5.850396991224405,4,blue
AZ,1996,Anti-Protestant,0.20894274968658588,4,blue
AZ,1996,Anti-Jewish,6.477225240284162,4,blue
AZ,1996,Anti-LGBT,0.41788549937317176,4,blue
AZ,1996,Anti-Other Religion,0.8357709987463435,4,blue
AZ,1996,Anti-Other Race/Ethnicity/Ancestry,0.8357709987463435,4,blue
AZ,1996,Anti-Black or African American,22.77475971583786,4,blue
AZ,1996,Anti-Hispanic or Latino,5.4325114918512325,4,blue
AZ,1996,Anti-White,4.59674049310489,4,blue
AZ,1997,"Anti-Multiple Races, Group",4.092181779022184,4,blue
AZ,1997,Anti-Asian,1.723023906956709,4,blue
AZ,1997,Anti-Other Religion,1.292267930217532,4,blue
AZ,1997,Anti-White,8.184363558044367,4,blue
AZ,1997,Anti-Protestant,0.8615119534783545,4,blue
AZ,1997,Anti-Catholic,0.43075597673917726,4,blue
AZ,1997,Anti-Other Race/Ethnicity/Ancestry,0.8615119534783545,4,blue
AZ,1997,Anti-Gay (Male),9.4766314882619,4,blue
AZ,1997,Anti-LGBT,1.292267930217532,4,blue
AZ,1997,"Anti-Multiple Religions, Group",0.21537798836958863,4,blue
AZ,1997,Anti-Black or African American,26.491492569459403,4,blue
AZ,1997,Anti-Islamic (Muslim),0.646133965108766,4,blue
AZ,1997,Anti-Arab,0.43075597673917726,4,blue
AZ,1997,Anti-Hispanic or Latino,7.75360758130519,4,blue
AZ,1997,Anti-Lesbian (Female),1.0768899418479432,4,blue
AZ,1997,Anti-Jewish,5.599827697609305,4,blue
AZ,1997,Anti-American Indian or Alaska Native,0.646133965108766,4,blue
AZ,1998,Anti-Gay (Male),6.7526089625537145,4,blue
AZ,1998,Anti-Catholic,0.40924902803355845,4,blue
AZ,1998,Anti-Black or African American,20.871700429711478,4,blue
AZ,1998,Anti-Jewish,6.138735420503377,4,blue
AZ,1998,"Anti-Multiple Religions, Group",0.40924902803355845,4,blue
AZ,1998,Anti-LGBT,1.4323715981174545,4,blue
AZ,1998,Anti-Mental/Physical Disability,0.20462451401677922,4,blue
AZ,1998,Anti-Other Race/Ethnicity/Ancestry,0.8184980560671169,4,blue
AZ,1998,Anti-Protestant,0.6138735420503376,4,blue
AZ,1998,"Anti-Multiple Races, Group",4.7063638223859225,4,blue
AZ,1998,Anti-Other Religion,1.4323715981174545,4,blue
AZ,1998,Anti-Asian,1.2277470841006752,4,blue
AZ,1998,Anti-Hispanic or Latino,5.729486392469818,4,blue
AZ,1998,Anti-Lesbian (Female),3.2739922242684676,4,blue
AZ,1998,Anti-American Indian or Alaska Native,0.8184980560671169,4,blue
AZ,1998,Unknown,0.20462451401677922,4,blue
AZ,1998,Anti-White,2.6601186822181297,4,blue
AZ,1998,Anti-Islamic (Muslim),0.20462451401677922,4,blue
AZ,1999,"Anti-Multiple Religions, Group",0.5932370970931382,4,blue
AZ,1999,Anti-White,2.1752026893415066,4,blue
AZ,1999,Anti-Jewish,4.9436424757761515,4,blue
AZ,1999,Anti-Other Race/Ethnicity/Ancestry,1.5819655922483686,4,blue
AZ,1999,Anti-Other Religion,1.3842198932173224,4,blue
AZ,1999,Anti-Lesbian (Female),0.7909827961241843,4,blue
AZ,1999,Anti-Islamic (Muslim),0.39549139806209216,4,blue
